,dteday,season,yr,mnth,hr,holiday,weekday,workingday,weathersit,temp,atemp,hum,windspeed,casual,registered,cnt,time_preiod,yr_mnth
8506,2011-12-26,01_springer,2011,12,4,1,1,0,Clear,13.94,15.15,46.0,20.0,0,2,2,01_early morning,2011-12
8507,2011-12-26,01_springer,2011,12,5,1,1,0,Clear,13.94,15.15,42.0,26.0,0,4,4,01_early morning,2011-12
8508,2011-12-26,01_springer,2011,12,6,1,1,0,Clear,13.12,15.15,45.0,19.0,0,4,4,02_morning,2011-12
8509,2011-12-26,01_springer,2011,12,7,1,1,0,Clear,13.12,15.91,45.0,13.0,2,17,19,02_morning,2011-12
8510,2011-12-26,01_springer,2011,12,8,1,1,0,Clear,13.12,16.66,45.0,9.0,5,13,18,02_morning,2011-12
8511,2011-12-26,01_springer,2011,12,9,1,1,0,Clear,13.94,15.15,46.0,20.0,24,38,62,02_morning,2011-12
8512,2011-12-26,01_springer,2011,12,10,1,1,0,Clear,13.94,14.39,42.0,35.0,31,39,70,02_morning,2011-12
8513,2011-12-26,01_springer,2011,12,11,1,1,0,Clear,13.94,14.39,46.0,39.0,40,51,91,02_morning,2011-12
8514,2011-12-26,01_springer,2011,12,12,1,1,0,Clear,14.76,15.91,43.0,31.0,34,66,100,03_afternoon,2011-12
8515,2011-12-26,01_springer,2011,12,13,1,1,0,Clear,15.58,19.7,40.0,20.0,57,83,140,03_afternoon,2011-12
8516,2011-12-26,01_springer,2011,12,14,1,1,0,Clear,15.58,19.7,40.0,22.0,73,80,153,03_afternoon,2011-12
8517,2011-12-26,01_springer,2011,12,15,1,1,0,Clear,15.58,19.7,40.0,17.0,26,105,131,03_afternoon,2011-12
8518,2011-12-26,01_springer,2011,12,16,1,1,0,Clear,14.76,16.66,43.0,19.0,28,69,97,04_evening,2011-12
8519,2011-12-26,01_springer,2011,12,17,1,1,0,Clear,13.94,15.91,46.0,15.0,30,67,97,04_evening,2011-12
8520,2011-12-26,01_springer,2011,12,18,1,1,0,Clear,13.12,16.66,49.0,6.0,21,54,75,04_evening,2011-12
8521,2011-12-26,01_springer,2011,12,19,1,1,0,Clear,12.3,15.91,65.0,6.0,16,49,65,04_evening,2011-12
8522,2011-12-26,01_springer,2011,12,20,1,1,0,Clear,12.3,15.91,56.0,6.0,14,42,56,04_evening,2011-12
8523,2011-12-26,01_springer,2011,12,21,1,1,0,Clear,10.66,15.15,70.0,0.0,10,39,49,04_evening,2011-12
8524,2011-12-26,01_springer,2011,12,22,1,1,0,Clear,10.66,15.15,70.0,0.0,5,22,27,04_evening,2011-12
8525,2011-12-26,01_springer,2011,12,23,1,1,0,Clear,10.66,13.63,70.0,7.0,4,25,29,05_night,2011-12
8526,2011-12-27,01_springer,2011,12,0,0,2,1,Clear,10.66,12.88,70.0,11.0,3,9,12,01_early morning,2011-12
8527,2011-12-27,01_springer,2011,12,1,0,2,1,Clear,10.66,13.63,70.0,9.0,0,6,6,01_early morning,2011-12
8528,2011-12-27,01_springer,2011,12,2,0,2,1,Clear,10.66,13.63,70.0,9.0,2,2,4,01_early morning,2011-12
8529,2011-12-27,01_springer,2011,12,3,0,2,1,Mist,12.3,14.39,61.0,15.0,0,3,3,01_early morning,2011-12
8530,2011-12-27,01_springer,2011,12,4,0,2,1,Mist,12.3,14.39,65.0,15.0,0,3,3,01_early morning,2011-12
8531,2011-12-27,01_springer,2011,12,5,0,2,1,Mist,12.3,13.63,64.0,19.0,0,8,8,01_early morning,2011-12
8532,2011-12-27,01_springer,2011,12,6,0,2,1,Mist,12.3,13.63,61.0,20.0,0,35,35,02_morning,2011-12
8533,2011-12-27,01_springer,2011,12,7,0,2,1,Mist,12.3,14.39,65.0,19.0,1,79,80,02_morning,2011-12
8534,2011-12-27,01_springer,2011,12,8,0,2,1,Mist,12.3,15.15,65.0,11.0,9,155,164,02_morning,2011-12
8535,2011-12-27,01_springer,2011,12,9,0,2,1,Light Snow,13.12,16.66,66.0,7.0,19,85,104,02_morning,2011-12
8536,2011-12-27,01_springer,2011,12,10,0,2,1,Mist,13.12,16.66,66.0,6.0,13,47,60,02_morning,2011-12
8537,2011-12-27,01_springer,2011,12,11,0,2,1,Light Snow,13.12,16.66,66.0,7.0,6,24,30,02_morning,2011-12
8538,2011-12-27,01_springer,2011,12,12,0,2,1,Light Snow,12.3,15.91,81.0,6.0,8,16,24,03_afternoon,2011-12
8539,2011-12-27,01_springer,2011,12,13,0,2,1,Light Snow,12.3,15.15,87.0,9.0,1,19,20,03_afternoon,2011-12
8540,2011-12-27,01_springer,2011,12,14,0,2,1,Light Snow,17.22,21.21,82.0,26.0,0,14,14,03_afternoon,2011-12
8541,2011-12-27,01_springer,2011,12,15,0,2,1,Light Snow,17.22,21.21,82.0,26.0,2,17,19,03_afternoon,2011-12
8542,2011-12-27,01_springer,2011,12,16,0,2,1,Light Snow,18.04,21.97,88.0,22.0,2,44,46,04_evening,2011-12
8543,2011-12-27,01_springer,2011,12,17,0,2,1,Light Snow,16.4,20.46,87.0,9.0,6,109,115,04_evening,2011-12
8544,2011-12-27,01_springer,2011,12,18,0,2,1,Clear,15.58,19.7,87.0,19.0,9,126,135,04_evening,2011-12
8545,2011-12-27,01_springer,2011,12,19,0,2,1,Clear,13.94,16.66,87.0,11.0,3,87,90,04_evening,2011-12
8546,2011-12-27,01_springer,2011,12,20,0,2,1,Clear,13.12,16.66,93.0,6.0,3,66,69,04_evening,2011-12
8547,2011-12-27,01_springer,2011,12,21,0,2,1,Clear,13.12,16.66,87.0,6.0,11,52,63,04_evening,2011-12
8548,2011-12-27,01_springer,2011,12,22,0,2,1,Clear,13.12,16.66,87.0,6.0,3,29,32,04_evening,2011-12
8549,2011-12-27,01_springer,2011,12,23,0,2,1,Clear,12.3,15.15,93.0,9.0,2,24,26,05_night,2011-12
8550,2011-12-28,01_springer,2011,12,0,0,3,1,Clear,13.12,15.91,87.0,11.0,0,10,10,01_early morning,2011-12
8551,2011-12-28,01_springer,2011,12,1,0,3,1,Clear,13.12,15.91,76.0,11.0,0,12,12,01_early morning,2011-12
8552,2011-12-28,01_springer,2011,12,2,0,3,1,Clear,13.12,15.15,61.0,17.0,0,7,7,01_early morning,2011-12
8553,2011-12-28,01_springer,2011,12,3,0,3,1,Clear,13.12,15.15,61.0,17.0,0,4,4,01_early morning,2011-12
8554,2011-12-28,01_springer,2011,12,5,0,3,1,Clear,13.12,14.39,57.0,24.0,0,9,9,01_early morning,2011-12
8555,2011-12-28,01_springer,2011,12,6,0,3,1,Clear,13.12,15.15,57.0,17.0,1,42,43,02_morning,2011-12
8556,2011-12-28,01_springer,2011,12,7,0,3,1,Clear,13.12,15.15,57.0,17.0,4,106,110,02_morning,2011-12
8557,2011-12-28,01_springer,2011,12,8,0,3,1,Clear,13.12,14.39,57.0,24.0,11,206,217,02_morning,2011-12
8558,2011-12-28,01_springer,2011,12,9,0,3,1,Clear,13.12,15.15,57.0,22.0,18,171,189,02_morning,2011-12
8559,2011-12-28,01_springer,2011,12,10,0,3,1,Clear,13.94,15.91,57.0,15.0,12,84,96,02_morning,2011-12
8560,2011-12-28,01_springer,2011,12,11,0,3,1,Clear,14.76,16.66,46.0,24.0,18,93,111,02_morning,2011-12
8561,2011-12-28,01_springer,2011,12,12,0,3,1,Clear,13.94,14.39,46.0,37.0,32,108,140,03_afternoon,2011-12
8562,2011-12-28,01_springer,2011,12,13,0,3,1,Clear,13.94,14.39,39.0,31.0,24,135,159,03_afternoon,2011-12
8563,2011-12-28,01_springer,2011,12,14,0,3,1,Clear,13.12,14.39,39.0,26.0,24,96,120,03_afternoon,2011-12
8564,2011-12-28,01_springer,2011,12,15,0,3,1,Clear,13.12,14.39,36.0,28.0,16,101,117,03_afternoon,2011-12
8565,2011-12-28,01_springer,2011,12,16,0,3,1,Clear,12.3,13.63,36.0,28.0,23,144,167,04_evening,2011-12
8566,2011-12-28,01_springer,2011,12,17,0,3,1,Clear,11.48,13.63,38.0,17.0,25,225,250,04_evening,2011-12
8567,2011-12-28,01_springer,2011,12,18,0,3,1,Clear,10.66,11.37,38.0,22.0,10,159,169,04_evening,2011-12
8568,2011-12-28,01_springer,2011,12,19,0,3,1,Clear,9.84,11.37,41.0,17.0,16,135,151,04_evening,2011-12
8569,2011-12-28,01_springer,2011,12,20,0,3,1,Clear,9.84,11.37,41.0,15.0,9,70,79,04_evening,2011-12
8570,2011-12-28,01_springer,2011,12,21,0,3,1,Clear,9.02,11.37,44.0,9.0,7,63,70,04_evening,2011-12
8571,2011-12-28,01_springer,2011,12,22,0,3,1,Clear,9.02,12.12,44.0,7.0,2,31,33,04_evening,2011-12
8572,2011-12-28,01_springer,2011,12,23,0,3,1,Clear,9.02,10.61,44.0,17.0,3,36,39,05_night,2011-12
8573,2011-12-29,01_springer,2011,12,0,0,4,1,Mist,9.02,11.37,47.0,13.0,4,24,28,01_early morning,2011-12
8574,2011-12-29,01_springer,2011,12,1,0,4,1,Clear,9.02,10.61,47.0,15.0,0,15,15,01_early morning,2011-12
8575,2011-12-29,01_springer,2011,12,2,0,4,1,Clear,8.2,11.37,51.0,7.0,0,3,3,01_early morning,2011-12
8576,2011-12-29,01_springer,2011,12,3,0,4,1,Clear,8.2,9.85,55.0,13.0,0,2,2,01_early morning,2011-12
8577,2011-12-29,01_springer,2011,12,4,0,4,1,Clear,8.2,10.61,55.0,11.0,1,2,3,01_early morning,2011-12
8578,2011-12-29,01_springer,2011,12,5,0,4,1,Clear,8.2,11.37,55.0,7.0,0,10,10,01_early morning,2011-12
8579,2011-12-29,01_springer,2011,12,6,0,4,1,Clear,8.2,12.88,59.0,0.0,2,39,41,02_morning,2011-12
8580,2011-12-29,01_springer,2011,12,7,0,4,1,Clear,7.38,10.61,64.0,6.0,2,104,106,02_morning,2011-12
8581,2011-12-29,01_springer,2011,12,8,0,4,1,Mist,8.2,12.88,64.0,0.0,3,207,210,02_morning,2011-12
8582,2011-12-29,01_springer,2011,12,9,0,4,1,Mist,8.2,10.61,64.0,9.0,15,155,170,02_morning,2011-12
8583,2011-12-29,01_springer,2011,12,10,0,4,1,Mist,9.02,11.37,64.0,11.0,13,97,110,02_morning,2011-12
8584,2011-12-29,01_springer,2011,12,11,0,4,1,Mist,9.84,12.88,60.0,6.0,23,99,122,02_morning,2011-12
8585,2011-12-29,01_springer,2011,12,12,0,4,1,Mist,10.66,13.63,56.0,7.0,12,118,130,03_afternoon,2011-12
8586,2011-12-29,01_springer,2011,12,13,0,4,1,Mist,11.48,14.39,52.0,7.0,36,95,131,03_afternoon,2011-12
8587,2011-12-29,01_springer,2011,12,14,0,4,1,Mist,12.3,16.66,52.0,0.0,30,112,142,03_afternoon,2011-12
8588,2011-12-29,01_springer,2011,12,15,0,4,1,Mist,12.3,15.91,52.0,6.0,27,150,177,03_afternoon,2011-12
8589,2011-12-29,01_springer,2011,12,16,0,4,1,Clear,12.3,15.15,52.0,11.0,22,155,177,04_evening,2011-12
8590,2011-12-29,01_springer,2011,12,17,0,4,1,Clear,12.3,15.15,61.0,11.0,14,226,240,04_evening,2011-12
8591,2011-12-29,01_springer,2011,12,18,0,4,1,Clear,12.3,15.15,56.0,9.0,15,192,207,04_evening,2011-12
8592,2011-12-29,01_springer,2011,12,19,0,4,1,Clear,12.3,15.91,56.0,7.0,11,124,135,04_evening,2011-12
8593,2011-12-29,01_springer,2011,12,20,0,4,1,Clear,11.48,14.39,65.0,7.0,8,88,96,04_evening,2011-12
8594,2011-12-29,01_springer,2011,12,21,0,4,1,Mist,11.48,14.39,61.0,9.0,8,60,68,04_evening,2011-12
8595,2011-12-29,01_springer,2011,12,22,0,4,1,Clear,11.48,14.39,65.0,9.0,7,48,55,04_evening,2011-12
8596,2011-12-29,01_springer,2011,12,23,0,4,1,Clear,12.3,15.15,65.0,11.0,1,44,45,05_night,2011-12
8597,2011-12-30,01_springer,2011,12,0,0,5,1,Clear,11.48,14.39,70.0,9.0,4,26,30,01_early morning,2011-12
8598,2011-12-30,01_springer,2011,12,1,0,5,1,Clear,10.66,14.39,65.0,6.0,9,11,20,01_early morning,2011-12
8599,2011-12-30,01_springer,2011,12,2,0,5,1,Clear,9.84,12.88,70.0,7.0,2,10,12,01_early morning,2011-12
8600,2011-12-30,01_springer,2011,12,3,0,5,1,Clear,9.84,12.88,70.0,7.0,0,6,6,01_early morning,2011-12
8601,2011-12-30,01_springer,2011,12,4,0,5,1,Clear,9.84,12.88,70.0,6.0,0,2,2,01_early morning,2011-12
8602,2011-12-30,01_springer,2011,12,5,0,5,1,Clear,9.02,12.88,75.0,6.0,0,10,10,01_early morning,2011-12
8603,2011-12-30,01_springer,2011,12,6,0,5,1,Clear,9.84,12.88,70.0,6.0,1,31,32,02_morning,2011-12
8604,2011-12-30,01_springer,2011,12,7,0,5,1,Clear,9.84,12.88,75.0,6.0,3,92,95,02_morning,2011-12
8605,2011-12-30,01_springer,2011,12,8,0,5,1,Mist,9.84,12.88,75.0,6.0,12,193,205,02_morning,2011-12
8606,2011-12-30,01_springer,2011,12,9,0,5,1,Clear,10.66,15.15,75.0,0.0,19,175,194,02_morning,2011-12
8607,2011-12-30,01_springer,2011,12,10,0,5,1,Clear,12.3,14.39,65.0,17.0,10,108,118,02_morning,2011-12
8608,2011-12-30,01_springer,2011,12,11,0,5,1,Clear,13.12,15.91,66.0,13.0,45,126,171,02_morning,2011-12
8609,2011-12-30,01_springer,2011,12,12,0,5,1,Clear,13.12,16.66,57.0,9.0,38,159,197,03_afternoon,2011-12
8610,2011-12-30,01_springer,2011,12,13,0,5,1,Mist,14.76,17.42,53.0,9.0,53,154,207,03_afternoon,2011-12
8611,2011-12-30,01_springer,2011,12,14,0,5,1,Mist,16.4,20.46,47.0,6.0,67,178,245,03_afternoon,2011-12
8612,2011-12-30,01_springer,2011,12,15,0,5,1,Clear,17.22,21.21,44.0,0.0,56,236,292,03_afternoon,2011-12
8613,2011-12-30,01_springer,2011,12,16,0,5,1,Clear,17.22,21.21,47.0,13.0,36,247,283,04_evening,2011-12
8614,2011-12-30,01_springer,2011,12,17,0,5,1,Clear,15.58,19.7,54.0,11.0,54,188,242,04_evening,2011-12
8615,2011-12-30,01_springer,2011,12,18,0,5,1,Clear,14.76,17.42,62.0,9.0,19,163,182,04_evening,2011-12
8616,2011-12-30,01_springer,2011,12,19,0,5,1,Mist,13.94,15.15,49.0,28.0,16,96,112,04_evening,2011-12
8617,2011-12-30,01_springer,2011,12,20,0,5,1,Mist,13.94,17.42,66.0,7.0,16,75,91,04_evening,2011-12
8618,2011-12-30,01_springer,2011,12,21,0,5,1,Mist,14.76,18.18,66.0,7.0,11,84,95,04_evening,2011-12
8619,2011-12-30,01_springer,2011,12,22,0,5,1,Mist,13.94,16.66,71.0,11.0,7,78,85,04_evening,2011-12
8620,2011-12-30,01_springer,2011,12,23,0,5,1,Mist,14.76,16.66,66.0,17.0,13,60,73,05_night,2011-12
8621,2011-12-31,01_springer,2011,12,0,0,6,0,Mist,15.58,19.7,62.0,22.0,7,37,44,01_early morning,2011-12
8622,2011-12-31,01_springer,2011,12,1,0,6,0,Mist,16.4,20.46,62.0,19.0,4,31,35,01_early morning,2011-12
8623,2011-12-31,01_springer,2011,12,2,0,6,0,Mist,16.4,20.46,62.0,19.0,1,27,28,01_early morning,2011-12
8624,2011-12-31,01_springer,2011,12,3,0,6,0,Mist,16.4,20.46,62.0,19.0,1,17,18,01_early morning,2011-12
8625,2011-12-31,01_springer,2011,12,4,0,6,0,Clear,15.58,19.7,71.0,15.0,1,9,10,01_early morning,2011-12
8626,2011-12-31,01_springer,2011,12,5,0,6,0,Mist,14.76,17.42,76.0,15.0,1,0,1,01_early morning,2011-12
8627,2011-12-31,01_springer,2011,12,6,0,6,0,Mist,16.4,20.46,71.0,6.0,1,5,6,02_morning,2011-12
8628,2011-12-31,01_springer,2011,12,7,0,6,0,Light Snow,15.58,19.7,76.0,0.0,6,13,19,02_morning,2011-12
8629,2011-12-31,01_springer,2011,12,8,0,6,0,Clear,13.94,16.66,81.0,9.0,7,42,49,02_morning,2011-12
8630,2011-12-31,01_springer,2011,12,9,0,6,0,Clear,15.58,19.7,76.0,0.0,18,72,90,02_morning,2011-12
8631,2011-12-31,01_springer,2011,12,10,0,6,0,Clear,16.4,20.46,76.0,11.0,20,108,128,02_morning,2011-12
8632,2011-12-31,01_springer,2011,12,11,0,6,0,Clear,17.22,21.21,71.0,11.0,65,152,217,02_morning,2011-12
8633,2011-12-31,01_springer,2011,12,12,0,6,0,Clear,21.32,25.0,39.0,20.0,93,180,273,03_afternoon,2011-12
8634,2011-12-31,01_springer,2011,12,13,0,6,0,Clear,20.5,24.24,42.0,33.0,108,205,313,03_afternoon,2011-12
8635,2011-12-31,01_springer,2011,12,14,0,6,0,Clear,18.86,22.73,51.0,22.0,115,185,300,03_afternoon,2011-12
8636,2011-12-31,01_springer,2011,12,15,0,6,0,Clear,18.86,22.73,47.0,33.0,89,164,253,03_afternoon,2011-12
8637,2011-12-31,01_springer,2011,12,16,0,6,0,Clear,18.04,21.97,51.0,26.0,52,143,195,04_evening,2011-12
8638,2011-12-31,01_springer,2011,12,17,0,6,0,Clear,17.22,21.21,54.0,13.0,28,101,129,04_evening,2011-12
8639,2011-12-31,01_springer,2011,12,18,0,6,0,Clear,17.22,21.21,54.0,9.0,13,80,93,04_evening,2011-12
8640,2011-12-31,01_springer,2011,12,19,0,6,0,Clear,17.22,21.21,54.0,15.0,19,73,92,04_evening,2011-12
8641,2011-12-31,01_springer,2011,12,20,0,6,0,Clear,17.22,21.21,54.0,15.0,8,63,71,04_evening,2011-12
8642,2011-12-31,01_springer,2011,12,21,0,6,0,Clear,16.4,20.46,58.0,13.0,2,50,52,04_evening,2011-12
8643,2011-12-31,01_springer,2011,12,22,0,6,0,Clear,15.58,19.7,62.0,9.0,2,36,38,04_evening,2011-12
8644,2011-12-31,01_springer,2011,12,23,0,6,0,Clear,14.76,18.94,66.0,0.0,4,27,31,05_night,2011-12
8645,2012-01-01,01_springer,2012,1,0,0,0,0,Clear,14.76,18.94,66.0,0.0,5,43,48,01_early morning,2012-01
8646,2012-01-01,01_springer,2012,1,1,0,0,0,Clear,14.76,17.42,66.0,9.0,15,78,93,01_early morning,2012-01
8647,2012-01-01,01_springer,2012,1,2,0,0,0,Clear,13.12,17.42,76.0,0.0,16,59,75,01_early morning,2012-01
8648,2012-01-01,01_springer,2012,1,3,0,0,0,Clear,12.3,16.66,81.0,0.0,11,41,52,01_early morning,2012-01
8649,2012-01-01,01_springer,2012,1,4,0,0,0,Clear,11.48,15.15,81.0,6.0,0,8,8,01_early morning,2012-01
8650,2012-01-01,01_springer,2012,1,5,0,0,0,Clear,11.48,14.39,81.0,7.0,0,5,5,01_early morning,2012-01
8651,2012-01-01,01_springer,2012,1,6,0,0,0,Clear,10.66,13.63,93.0,9.0,1,1,2,02_morning,2012-01
8652,2012-01-01,01_springer,2012,1,7,0,0,0,Clear,10.66,12.88,93.0,11.0,1,6,7,02_morning,2012-01
8653,2012-01-01,01_springer,2012,1,8,0,0,0,Clear,10.66,13.63,87.0,7.0,4,10,14,02_morning,2012-01
8654,2012-01-01,01_springer,2012,1,9,0,0,0,Clear,10.66,13.63,93.0,7.0,13,27,40,02_morning,2012-01
8655,2012-01-01,01_springer,2012,1,10,0,0,0,Clear,12.3,15.91,81.0,7.0,18,52,70,02_morning,2012-01
8656,2012-01-01,01_springer,2012,1,11,0,0,0,Clear,13.94,16.66,76.0,9.0,40,98,138,02_morning,2012-01
8657,2012-01-01,01_springer,2012,1,12,0,0,0,Clear,16.4,20.46,62.0,19.0,58,143,201,03_afternoon,2012-01
8658,2012-01-01,01_springer,2012,1,13,0,0,0,Clear,17.22,21.21,58.0,19.0,82,141,223,03_afternoon,2012-01
8659,2012-01-01,01_springer,2012,1,14,0,0,0,Clear,18.04,21.97,54.0,20.0,120,147,267,03_afternoon,2012-01
8660,2012-01-01,01_springer,2012,1,15,0,0,0,Clear,18.86,22.73,51.0,20.0,101,164,265,03_afternoon,2012-01
8661,2012-01-01,01_springer,2012,1,16,0,0,0,Mist,18.04,21.97,54.0,20.0,68,147,215,04_evening,2012-01
8662,2012-01-01,01_springer,2012,1,17,0,0,0,Mist,19.68,23.48,48.0,11.0,36,75,111,04_evening,2012-01
8663,2012-01-01,01_springer,2012,1,18,0,0,0,Light Snow,18.86,22.73,59.0,17.0,25,81,106,04_evening,2012-01
8664,2012-01-01,01_springer,2012,1,19,0,0,0,Light Snow,17.22,21.21,67.0,26.0,20,85,105,04_evening,2012-01
8665,2012-01-01,01_springer,2012,1,20,0,0,0,Mist,18.04,21.97,62.0,20.0,25,58,83,04_evening,2012-01
8666,2012-01-01,01_springer,2012,1,21,0,0,0,Mist,18.04,21.97,67.0,17.0,10,61,71,04_evening,2012-01
8667,2012-01-01,01_springer,2012,1,22,0,0,0,Clear,18.86,22.73,55.0,28.0,13,53,66,04_evening,2012-01
8668,2012-01-01,01_springer,2012,1,23,0,0,0,Clear,18.04,21.97,51.0,20.0,4,25,29,05_night,2012-01
8669,2012-01-02,01_springer,2012,1,0,1,1,0,Clear,16.4,20.46,40.0,31.0,8,31,39,01_early morning,2012-01
8670,2012-01-02,01_springer,2012,1,1,1,1,0,Clear,14.76,16.66,43.0,28.0,1,11,12,01_early morning,2012-01
8671,2012-01-02,01_springer,2012,1,2,1,1,0,Clear,14.76,15.91,34.0,30.0,1,6,7,01_early morning,2012-01
8672,2012-01-02,01_springer,2012,1,4,1,1,0,Clear,11.48,12.88,45.0,22.0,0,4,4,01_early morning,2012-01
8673,2012-01-02,01_springer,2012,1,5,1,1,0,Clear,11.48,12.88,45.0,22.0,1,3,4,01_early morning,2012-01
8674,2012-01-02,01_springer,2012,1,6,1,1,0,Clear,10.66,11.37,41.0,26.0,0,14,14,02_morning,2012-01
8675,2012-01-02,01_springer,2012,1,7,1,1,0,Clear,9.84,10.61,32.0,26.0,0,16,16,02_morning,2012-01
8676,2012-01-02,01_springer,2012,1,8,1,1,0,Clear,9.84,11.37,35.0,17.0,2,51,53,02_morning,2012-01
8677,2012-01-02,01_springer,2012,1,9,1,1,0,Clear,9.84,12.88,35.0,0.0,15,53,68,02_morning,2012-01
8678,2012-01-02,01_springer,2012,1,10,1,1,0,Clear,10.66,12.12,35.0,19.0,20,89,109,02_morning,2012-01
8679,2012-01-02,01_springer,2012,1,11,1,1,0,Clear,10.66,10.61,35.0,33.0,33,142,175,02_morning,2012-01
8680,2012-01-02,01_springer,2012,1,12,1,1,0,Clear,11.48,13.63,36.0,17.0,41,161,202,03_afternoon,2012-01
8681,2012-01-02,01_springer,2012,1,13,1,1,0,Clear,12.3,13.63,36.0,20.0,26,150,176,03_afternoon,2012-01
8682,2012-01-02,01_springer,2012,1,14,1,1,0,Clear,12.3,13.63,36.0,28.0,10,141,151,03_afternoon,2012-01
8683,2012-01-02,01_springer,2012,1,15,1,1,0,Clear,11.48,12.12,38.0,30.0,29,139,168,03_afternoon,2012-01
8684,2012-01-02,01_springer,2012,1,16,1,1,0,Clear,10.66,11.37,35.0,28.0,10,144,154,04_evening,2012-01
8685,2012-01-02,01_springer,2012,1,17,1,1,0,Clear,10.66,11.37,35.0,26.0,17,136,153,04_evening,2012-01
8686,2012-01-02,01_springer,2012,1,18,1,1,0,Clear,10.66,12.12,33.0,17.0,13,113,126,04_evening,2012-01
8687,2012-01-02,01_springer,2012,1,19,1,1,0,Clear,9.84,11.37,38.0,15.0,4,89,93,04_evening,2012-01
8688,2012-01-02,01_springer,2012,1,20,1,1,0,Clear,9.84,11.37,41.0,15.0,5,83,88,04_evening,2012-01
8689,2012-01-02,01_springer,2012,1,21,1,1,0,Mist,9.84,10.61,41.0,22.0,3,63,66,04_evening,2012-01
8690,2012-01-02,01_springer,2012,1,22,1,1,0,Mist,9.02,10.61,44.0,19.0,3,36,39,04_evening,2012-01
8691,2012-01-02,01_springer,2012,1,23,1,1,0,Clear,9.02,10.61,44.0,17.0,2,32,34,05_night,2012-01
8692,2012-01-03,01_springer,2012,1,0,0,2,1,Clear,8.2,9.85,51.0,17.0,0,13,13,01_early morning,2012-01
8693,2012-01-03,01_springer,2012,1,1,0,2,1,Clear,7.38,9.09,55.0,15.0,1,5,6,01_early morning,2012-01
8694,2012-01-03,01_springer,2012,1,2,0,2,1,Clear,7.38,8.33,51.0,17.0,0,3,3,01_early morning,2012-01
8695,2012-01-03,01_springer,2012,1,3,0,2,1,Clear,6.56,6.82,55.0,19.0,0,2,2,01_early morning,2012-01
8696,2012-01-03,01_springer,2012,1,4,0,2,1,Clear,6.56,7.58,55.0,17.0,0,5,5,01_early morning,2012-01
8697,2012-01-03,01_springer,2012,1,5,0,2,1,Clear,5.74,6.82,54.0,13.0,0,12,12,01_early morning,2012-01
8698,2012-01-03,01_springer,2012,1,6,0,2,1,Clear,5.74,6.06,59.0,19.0,4,81,85,02_morning,2012-01
8699,2012-01-03,01_springer,2012,1,7,0,2,1,Clear,5.74,6.06,59.0,17.0,2,168,170,02_morning,2012-01
8700,2012-01-03,01_springer,2012,1,8,0,2,1,Clear,6.56,6.82,55.0,19.0,5,349,354,02_morning,2012-01
8701,2012-01-03,01_springer,2012,1,9,0,2,1,Clear,6.56,6.82,50.0,19.0,8,145,153,02_morning,2012-01
8702,2012-01-03,01_springer,2012,1,10,0,2,1,Clear,6.56,6.06,47.0,31.0,5,55,60,02_morning,2012-01
8703,2012-01-03,01_springer,2012,1,11,0,2,1,Clear,7.38,6.82,37.0,35.0,12,63,75,02_morning,2012-01
8704,2012-01-03,01_springer,2012,1,12,0,2,1,Clear,7.38,6.82,37.0,35.0,4,70,74,03_afternoon,2012-01
8705,2012-01-03,01_springer,2012,1,13,0,2,1,Clear,7.38,6.06,34.0,44.0,5,68,73,03_afternoon,2012-01
8706,2012-01-03,01_springer,2012,1,14,0,2,1,Clear,6.56,6.06,43.0,35.0,7,72,79,03_afternoon,2012-01
8707,2012-01-03,01_springer,2012,1,15,0,2,1,Clear,6.56,6.06,37.0,28.0,9,68,77,03_afternoon,2012-01
8708,2012-01-03,01_springer,2012,1,16,0,2,1,Clear,5.74,4.54,39.0,39.0,7,129,136,04_evening,2012-01
8709,2012-01-03,01_springer,2012,1,17,0,2,1,Clear,5.74,5.3,26.0,31.0,4,241,245,04_evening,2012-01
8710,2012-01-03,01_springer,2012,1,18,0,2,1,Clear,5.74,4.54,26.0,35.0,10,214,224,04_evening,2012-01
8711,2012-01-03,01_springer,2012,1,19,0,2,1,Clear,4.92,4.54,28.0,28.0,4,152,156,04_evening,2012-01
8712,2012-01-03,01_springer,2012,1,20,0,2,1,Clear,4.92,6.06,33.0,17.0,0,115,115,04_evening,2012-01
8713,2012-01-03,01_springer,2012,1,21,0,2,1,Clear,4.1,5.3,36.0,15.0,2,66,68,04_evening,2012-01
8714,2012-01-03,01_springer,2012,1,22,0,2,1,Clear,4.1,5.3,46.0,17.0,0,33,33,04_evening,2012-01
8715,2012-01-03,01_springer,2012,1,23,0,2,1,Clear,4.1,3.79,46.0,26.0,0,18,18,05_night,2012-01
8716,2012-01-04,01_springer,2012,1,0,0,3,1,Clear,3.28,3.03,42.0,22.0,0,9,9,01_early morning,2012-01
8717,2012-01-04,01_springer,2012,1,1,0,3,1,Clear,1.64,1.52,38.0,20.0,0,3,3,01_early morning,2012-01
8718,2012-01-04,01_springer,2012,1,2,0,3,1,Clear,0.82,0.76,34.0,19.0,0,1,1,01_early morning,2012-01
8719,2012-01-04,01_springer,2012,1,3,0,3,1,Clear,0.82,0.76,34.0,19.0,0,1,1,01_early morning,2012-01
8720,2012-01-04,01_springer,2012,1,4,0,3,1,Clear,0.82,2.27,41.0,13.0,0,2,2,01_early morning,2012-01
